ensembl_id,BR-A-Control,BR-A-Mutant,BR-B-Control,BR-B-Mutant,BR-C-Control,BR-C-Mutant,external_gene_id,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000047603,66,70,60,68,63,82,Zfp235,protein_coding,67.78513059,0.050130464,0.098461866,0.509135826,0.610657021,0.999348475
ENSMUSG00000047604,489,393,342,462,429,382,Frat2,protein_coding,413.7352241,-0.087525015,0.09104202,-0.961369425,0.336366452,0.999348475
ENSMUSG00000047617,139,127,109,124,130,135,BC029214,protein_coding,126.7489012,-0.034048832,0.100318443,-0.339407495,0.734302773,0.999348475
ENSMUSG00000047632,82,71,64,33,39,40,Fgfbp3,protein_coding,54.7808503,-0.119251479,0.088572486,-1.34637159,0.178182709,0.999348475
ENSMUSG00000047635,70,70,58,85,62,74,2810006K23Rik,protein_coding,69.24208839,0.07021182,0.098816745,0.710525524,0.477378309,0.999348475
ENSMUSG00000047649,55,50,45,67,54,44,Cd3eap,protein_coding,52.08685625,-0.011855037,0.094762013,-0.125103266,0.900441798,0.999348475
ENSMUSG00000047656,45,53,44,57,61,47,Trpt1,protein_coding,50.85343168,-0.010645577,0.09456412,-0.112575223,0.910367329,0.999348475
ENSMUSG00000047658,298,305,310,373,314,355,Gal3st3,protein_coding,323.8566877,0.048753912,0.090422416,0.539179485,0.589763014,0.999348475
ENSMUSG00000047675,38,51,33,51,47,41,Rps8,protein_coding,43.10448564,0.053162555,0.091936047,0.578255831,0.56309141,0.999348475
ENSMUSG00000047678,83,81,87,84,90,103,Gpr82,protein_coding,87.72656726,-0.022139941,0.100064407,-0.221256907,0.824892401,0.999348475
ENSMUSG00000047710,648,728,664,834,751,760,Champ1,protein_coding,726.0526642,0.06030902,0.077531985,0.777859868,0.43665163,0.999348475
ENSMUSG00000047712,175,187,154,150,191,150,Ust,protein_coding,167.2198403,-0.111320608,0.099140623,-1.122855643,0.261498809,0.999348475
ENSMUSG00000047714,248,371,334,310,304,324,Ppp1r2,protein_coding,313.4424853,0.056729752,0.094602459,0.599664662,0.548729744,0.999348475
ENSMUSG00000047719,129,123,145,164,113,119,Ubiad1,protein_coding,131.3035008,-0.016295205,0.100495292,-0.162148937,0.87118857,0.999348475
ENSMUSG00000047731,625,763,641,894,749,658,Wbp1l,protein_coding,715.6766497,0.078011372,0.083234998,0.937242428,0.34863387,0.999348475
ENSMUSG00000047747,1301,1384,1412,1389,1335,1338,Rnf150,protein_coding,1353.767864,-0.065647673,0.064918513,-1.011231939,0.311905432,0.999348475
ENSMUSG00000047749,1814,1679,1494,1859,1813,1581,Zc3hav1l,protein_coding,1697.139765,-0.084059159,0.06927187,-1.213467445,0.224951154,0.999348475
ENSMUSG00000047766,540,578,467,550,562,527,Lrrc49,protein_coding,534.2536752,-0.01486536,0.081490021,-0.182419389,0.855253611,0.999348475
ENSMUSG00000047767,49,38,54,47,46,37,Atg16l2,protein_coding,45.08383043,-0.120299771,0.093159736,-1.291327958,0.19658998,0.999348475
ENSMUSG00000047777,295,288,281,327,306,277,Phf13,protein_coding,294.0625274,-0.05860372,0.090240135,-0.649419682,0.516067146,0.999348475
ENSMUSG00000047793,52,43,51,36,51,56,Sned1,protein_coding,48.18921521,-0.086566114,0.093000853,-0.930809896,0.35195191,0.999348475
ENSMUSG00000047821,90,125,137,138,133,173,Trim16,protein_coding,132.0619481,0.086325161,0.100466294,0.859245003,0.390205359,0.999348475
ENSMUSG00000047824,231,232,189,255,200,209,Pygo2,protein_coding,217.6177658,0.045591097,0.095631197,0.476738745,0.633548169,0.999348475
ENSMUSG00000047832,250,230,257,302,347,282,Cdca4,protein_coding,277.0399777,-0.103674713,0.09734305,-1.065044841,0.286855639,0.999348475
ENSMUSG00000047842,183,202,180,139,151,166,Diras2,protein_coding,169.5865698,-0.063667052,0.099912923,-0.637225397,0.523978037,0.999348475
ENSMUSG00000047854,31,31,27,27,38,37,Stx19,protein_coding,31.75702467,-0.025090529,0.085377623,-0.293877109,0.76885181,0.999348475
ENSMUSG00000047866,695,790,757,783,769,806,Lonp2,protein_coding,762.9049378,0.002823586,0.075242562,0.037526449,0.970065252,0.999348475
ENSMUSG00000047879,724,852,744,751,757,759,Usp14,protein_coding,760.5461956,-0.008171761,0.075271722,-0.108563491,0.91354872,0.999348475
ENSMUSG00000047904,63,80,98,93,57,75,Sstr2,protein_coding,77.16339486,0.032526942,0.097773768,0.332675553,0.739379206,0.999348475
ENSMUSG00000047905,235,245,230,262,222,241,Gm8566,processed_pseudogene,237.7019694,0.017980284,0.093111375,0.193105129,0.846876636,0.999348475
ENSMUSG00000047907,344,387,310,420,375,326,Tshz2,protein_coding,357.6018901,0.029286227,0.089586762,0.326903507,0.743740868,0.999348475
ENSMUSG00000047921,291,282,235,329,281,271,Trappc9,protein_coding,279.4468015,0.021568793,0.092793731,0.232438044,0.816197803,0.999348475
ENSMUSG00000047945,411,391,366,450,389,386,Marcksl1,protein_coding,396.3682106,-0.017931245,0.085318142,-0.210169192,0.833535624,0.999348475
ENSMUSG00000047959,36,30,36,31,24,18,Kcna3,protein_coding,29.05339247,-0.081615343,0.082449477,-0.989883083,0.322231269,0.999348475
ENSMUSG00000047976,391,443,387,406,402,355,Kcna1,protein_coding,395.1593818,-0.052038165,0.086221922,-0.603537522,0.546151162,0.999348475
ENSMUSG00000047986,72,89,115,109,123,91,Palm3,protein_coding,99.5521656,-0.086492613,0.099601463,-0.868386979,0.385182521,0.999348475
ENSMUSG00000047988,36,69,57,69,41,32,4933428G20Rik,protein_coding,50.07055089,0.064012402,0.089558419,0.714755824,0.474759937,0.999348475
ENSMUSG00000047989,176,204,189,190,202,191,Ino80c,protein_coding,191.1257463,-0.032491657,0.096865386,-0.335431041,0.737299956,0.999348475
ENSMUSG00000047996,74,66,78,50,66,78,Prrg1,protein_coding,68.68460574,-0.096824605,0.097364208,-0.994457892,0.319999996,0.999348475
ENSMUSG00000048000,1527,1549,1420,1654,1475,1561,Gigyf2,protein_coding,1521.968932,0.010309564,0.061220911,0.168399394,0.866269085,0.999348475
ENSMUSG00000048001,57,42,36,47,24,50,Hes5,protein_coding,42.33612711,0.040233653,0.087876967,0.457840711,0.647066885,0.999348475
ENSMUSG00000048027,1566,1591,1550,1913,1545,1652,Rgmb,protein_coding,1625.246823,0.042314602,0.065407416,0.646938898,0.517671489,0.999348475
ENSMUSG00000048039,118,107,80,136,105,103,Isg20l2,protein_coding,107.2000315,0.044941626,0.100500866,0.447176509,0.654747621,0.999348475
ENSMUSG00000048040,227,235,212,247,181,206,Arxes2,protein_coding,216.4203875,0.034040727,0.096015216,0.354534714,0.722938194,0.999348475
ENSMUSG00000048058,1018,1055,1051,1210,1170,1035,Ldlrad3,protein_coding,1084.088092,-0.060387455,0.071980859,-0.838937684,0.40150428,0.999348475
ENSMUSG00000048076,167,187,144,174,166,178,Arf1,protein_coding,168.2387712,0.049606101,0.098142536,0.505449551,0.613243123,0.999348475
ENSMUSG00000048078,917,1054,982,929,727,972,Tenm4,protein_coding,924.7558459,0.058319109,0.083226273,0.700729552,0.48347181,0.999348475
ENSMUSG00000048100,102,91,79,97,88,92,Taf13,protein_coding,90.9721331,-0.017471943,0.100403982,-0.174016431,0.861852549,0.999348475
ENSMUSG00000048106,42,50,59,54,48,50,4632415L05Rik,lincRNA,50.28394191,-0.016623569,0.094470086,-0.175966484,0.860320274,0.999348475
ENSMUSG00000048109,325,305,283,313,263,267,Rbm15,protein_coding,290.964383,-0.05224345,0.091746945,-0.569429861,0.569064457,0.999348475
ENSMUSG00000048118,734,788,819,712,714,718,Arid4a,protein_coding,744.8120309,-0.104628827,0.077709704,-1.346406196,0.178171554,0.999348475
ENSMUSG00000048120,40,28,33,32,36,39,Entpd1,protein_coding,34.60874495,-0.058691246,0.087649822,-0.66961055,0.503106087,0.999348475
ENSMUSG00000048142,339,370,308,421,330,361,Nat8l,protein_coding,351.9800335,0.105409723,0.087128965,1.209812637,0.226350796,0.999348475
ENSMUSG00000048148,88,105,75,90,64,76,Nwd1,protein_coding,82.26803213,0.067440744,0.099511238,0.677719878,0.497949321,0.999348475
ENSMUSG00000048154,2965,2766,2741,3461,2918,2979,Kmt2d,protein_coding,2953.15412,-0.002567991,0.064721611,-0.039677489,0.968350248,0.999348475
ENSMUSG00000048164,34,38,22,22,27,27,Gm7204,processed_pseudogene,28.1760709,-0.005130157,0.081616519,-0.062856849,0.949880497,0.999348475
ENSMUSG00000048170,962,990,900,959,865,902,Mcmbp,protein_coding,924.5298109,-0.02763013,0.069841282,-0.395613159,0.692390428,0.999348475
ENSMUSG00000048186,151,156,210,169,134,160,Bend7,protein_coding,162.8098519,-0.068695418,0.100312596,-0.684813486,0.493461624,0.999348475
ENSMUSG00000048191,59,69,55,56,53,75,Muc6,protein_coding,60.8279981,0.061511525,0.096938675,0.634540601,0.525728078,0.999348475
ENSMUSG00000048216,777,902,773,892,712,778,Gpr85,protein_coding,799.8305418,0.073773146,0.073364791,1.00556609,0.314624343,0.999348475
ENSMUSG00000048218,48,49,44,50,40,41,Amigo2,protein_coding,45.03170322,-0.004046139,0.093348072,-0.043344645,0.965426803,0.999348475
ENSMUSG00000048222,120,121,100,130,123,106,Mfap1b,protein_coding,115.9066334,-0.020773762,0.100504114,-0.206695641,0.836247562,0.999348475
ENSMUSG00000048232,188,226,207,228,185,211,Fbxo10,protein_coding,206.1064726,0.065512797,0.09565369,0.684895661,0.493409764,0.999348475
ENSMUSG00000048234,130,162,133,126,140,135,Rnf149,protein_coding,137.007985,-0.014186018,0.100084669,-0.141740171,0.887285243,0.999348475
ENSMUSG00000048240,113,128,124,143,124,127,Gng7,protein_coding,125.710928,0.023687947,0.100129728,0.236572567,0.812988404,0.999348475
ENSMUSG00000048264,1106,1157,1124,1129,1055,1087,Dip2c,protein_coding,1104.284359,-0.050975059,0.066558214,-0.765871804,0.443752584,0.999348475
ENSMUSG00000048271,1389,1520,1422,1621,1602,1452,Rbm33,protein_coding,1492.86873,-0.034738081,0.066747082,-0.520443444,0.602754537,0.999348475
ENSMUSG00000048279,3975,4020,3840,4048,3748,4243,Sacs,protein_coding,3959.212478,-0.003646029,0.057147303,-0.063800539,0.949129049,0.999348475
ENSMUSG00000048280,132,133,138,167,139,172,Zfp738,protein_coding,145.9619572,0.062441509,0.09989407,0.625077235,0.531920368,0.999348475
ENSMUSG00000048307,658,785,678,802,627,681,Ankrd46,protein_coding,699.8276977,0.091506677,0.075472255,1.212454517,0.225338443,0.999348475
ENSMUSG00000048310,86,99,110,120,84,100,Pskh1,protein_coding,99.15690982,0.041991978,0.100445954,0.418055445,0.67590658,0.999348475
ENSMUSG00000048330,877,1055,908,1066,879,826,Ric3,protein_coding,928.2386884,0.038073504,0.075697706,0.502967743,0.614986951,0.999348475
ENSMUSG00000048332,26,42,42,48,47,30,Lhfp,protein_coding,38.90835093,-0.01077282,0.087599983,-0.122977418,0.90212498,0.999348475
ENSMUSG00000048334,68,69,60,70,48,53,Gm8258,processed_pseudogene,60.85746347,0.009823526,0.096836813,0.101444125,0.919197911,0.999348475
ENSMUSG00000048355,69,71,73,86,67,65,Arxes1,protein_coding,71.35254139,-0.00505503,0.09903826,-0.051041185,0.959292703,0.999348475
ENSMUSG00000048371,300,359,324,391,252,297,Pdp2,protein_coding,317.7037415,0.108422212,0.093131337,1.164186142,0.244348585,0.999348475
ENSMUSG00000048376,1093,1271,1083,1291,1115,1042,F2r,protein_coding,1141.030785,0.027669162,0.069979867,0.395387453,0.692556967,0.999348475
ENSMUSG00000048379,707,734,654,717,708,646,Socs4,protein_coding,690.6649964,-0.064759257,0.074512281,-0.869108503,0.384787786,0.999348475
ENSMUSG00000048385,1070,1037,887,1251,1080,1013,Scrt1,protein_coding,1048.709257,0.018705097,0.076593242,0.24421341,0.807065542,0.999348475
ENSMUSG00000048388,2032,2062,2029,2230,2132,2029,Fam171b,protein_coding,2075.144131,-0.061250988,0.058119699,-1.053876564,0.291939434,0.999348475
ENSMUSG00000048410,717,803,730,913,747,796,Zfp407,protein_coding,778.7144471,0.082470814,0.07300425,1.129671418,0.258614705,0.999348475
ENSMUSG00000048439,119,133,146,140,149,143,Nupl2,protein_coding,137.8439724,-0.049345031,0.100064989,-0.493129826,0.621920858,0.999348475
ENSMUSG00000048440,42,52,46,73,57,45,Cyp4f16,protein_coding,51.9973787,0.04073827,0.093862291,0.434021691,0.66427269,0.999348475
ENSMUSG00000048445,72,78,56,58,58,75,Ccdc57,protein_coding,65.7987137,0.033892616,0.097485856,0.347667014,0.728090272,0.999348475
ENSMUSG00000048482,63,82,57,72,64,53,Bdnf,protein_coding,64.6181938,0.026621417,0.097527261,0.272963857,0.784880999,0.999348475
ENSMUSG00000048485,154,172,120,147,118,132,Zbtb8b,protein_coding,139.3731305,0.057483297,0.10025043,0.573397009,0.566375915,0.999348475
ENSMUSG00000048486,133,138,120,170,139,148,Fitm2,protein_coding,140.2533479,0.068604234,0.099745052,0.687795864,0.491581341,0.999348475
ENSMUSG00000048490,1551,1741,1606,1828,1544,1640,Nrip1,protein_coding,1640.99704,0.045508808,0.06055047,0.75158471,0.452300841,0.999348475
ENSMUSG00000048495,135,153,134,147,148,131,Tyw5,protein_coding,140.5543175,-0.028509571,0.09951312,-0.286490575,0.774502412,0.999348475
ENSMUSG00000048497,42,57,66,58,44,54,Mmgt2,protein_coding,53.2193643,0.01760438,0.094340543,0.186604612,0.851970651,0.999348475
ENSMUSG00000048528,69,75,39,24,7,53,Nkx1-2,protein_coding,44.15824675,0.014753296,0.042257406,0.349129239,0.726992287,0.999348475
ENSMUSG00000048537,370,392,342,453,390,448,Phldb1,protein_coding,396.4205438,0.10160393,0.087105574,1.166445796,0.243434252,0.999348475
ENSMUSG00000048540,836,865,812,1036,982,807,Nhlh2,protein_coding,884.1862448,-0.045924213,0.079524898,-0.577482196,0.563613762,0.999348475
ENSMUSG00000048546,235,197,198,219,173,190,Tob2,protein_coding,200.8924461,-0.060233576,0.097454069,-0.618071431,0.536528253,0.999348475
ENSMUSG00000048562,65,81,59,125,107,72,Sp8,protein_coding,83.9165312,0.058664406,0.096417178,0.60844351,0.542893361,0.999348475
ENSMUSG00000048578,868,905,966,883,768,903,Mlec,protein_coding,878.3357936,-0.038611273,0.078336982,-0.492886904,0.622092501,0.999348475
ENSMUSG00000048592,124,114,134,127,130,116,Gm5946,transcribed_processed_pseudogene,123.7876558,-0.118689612,0.100172297,-1.18485466,0.236074917,0.999348475
ENSMUSG00000048600,63,70,58,85,68,74,Gm5763,processed_pseudogene,69.08981959,0.073086939,0.098819546,0.739600034,0.459542721,0.999348475
ENSMUSG00000048603,42,52,48,49,40,55,Gm9828,antisense,47.37546112,0.053909913,0.093954264,0.573788893,0.566110666,0.999348475
ENSMUSG00000048617,24,40,25,27,26,34,Rtbdn,protein_coding,29.10151954,0.074736607,0.083851435,0.891297886,0.372769383,0.999348475
ENSMUSG00000048644,891,898,716,995,864,892,Ctxn1,protein_coding,869.6143675,0.063480522,0.075947276,0.835849883,0.40323936,0.999348475
ENSMUSG00000048668,167,179,145,218,168,154,Rhno1,protein_coding,170.2990847,0.058797563,0.098940088,0.594274417,0.552328587,0.999348475
ENSMUSG00000048696,804,831,731,898,849,787,Mex3d,protein_coding,811.7073945,-0.016207107,0.073442991,-0.220676018,0.825344706,0.999348475
ENSMUSG00000048701,1674,1700,1596,1849,1545,1556,Ccdc6,protein_coding,1642.891012,-0.012027711,0.06266244,-0.191944505,0.847785676,0.999348475
ENSMUSG00000048706,80,106,123,75,101,78,Lurap1l,protein_coding,93.78356746,-0.138504944,0.099333743,-1.394339335,0.163215158,0.999348475
ENSMUSG00000048707,53,50,55,62,68,53,Tprn,protein_coding,56.61838241,-0.067717113,0.096284664,-0.70330113,0.481868106,0.999348475
ENSMUSG00000048720,394,386,312,285,310,334,Tbc1d12,protein_coding,335.472936,-0.072455118,0.094767649,-0.764555402,0.444536335,0.999348475
ENSMUSG00000048721,37,53,33,63,43,46,Fndc9,protein_coding,45.2644953,0.128988185,0.092890374,1.388606593,0.164952412,0.999348475
ENSMUSG00000048728,123,161,137,150,138,158,Zfp454,protein_coding,143.5834753,0.080870582,0.099511572,0.812675151,0.416404332,0.999348475
ENSMUSG00000048731,73,86,65,65,86,77,Ggnbp1,protein_coding,75.03199989,-0.027757629,0.09883001,-0.280862354,0.778815976,0.999348475
ENSMUSG00000048732,423,357,325,427,366,381,Klhl11,protein_coding,377.4940766,-0.022525214,0.089619346,-0.251343212,0.801548769,0.999348475
ENSMUSG00000048755,65,81,65,95,68,69,Mcat,protein_coding,73.11437691,0.086384859,0.099188285,0.87091797,0.383798944,0.999348475
ENSMUSG00000048756,591,594,600,669,487,595,Foxo3,protein_coding,585.5001955,0.039130351,0.082495535,0.474332958,0.635262493,0.999348475
ENSMUSG00000048787,721,642,636,766,698,696,Dcun1d3,protein_coding,689.4726066,-0.050757748,0.077647822,-0.653691844,0.513310359,0.999348475
ENSMUSG00000048796,168,239,200,226,233,212,Cyb561d1,protein_coding,211.6758378,0.046122024,0.097550633,0.472800867,0.636355255,0.999348475
ENSMUSG00000048799,1154,1204,1261,1337,1229,1191,Cep120,protein_coding,1223.199164,-0.055128965,0.06751243,-0.816575048,0.41417132,0.999348475
ENSMUSG00000048807,34,40,30,34,31,52,Slc35e4,protein_coding,36.60912443,0.081714078,0.08803628,0.928186411,0.353310882,0.999348475
ENSMUSG00000048814,2733,2810,2671,2759,2167,2817,Lonrf2,protein_coding,2644.018954,0.045010263,0.070420411,0.63916502,0.522715586,0.999348475
ENSMUSG00000048827,32,23,23,27,44,35,Pkd1l3,protein_coding,30.65067139,-0.066274355,0.082508615,-0.803241635,0.421835085,0.999348475
ENSMUSG00000048832,311,281,287,342,315,305,Vps37c,protein_coding,305.238837,-0.052442143,0.090553819,-0.579126794,0.562503622,0.999348475
ENSMUSG00000048833,498,521,448,597,466,521,Slc39a9,protein_coding,504.5935761,0.094298527,0.080851891,1.166311956,0.243488341,0.999348475
ENSMUSG00000048834,429,428,469,384,294,360,Vstm2a,protein_coding,392.3436693,-0.07927271,0.095938468,-0.826287006,0.408641303,0.999348475
ENSMUSG00000048874,2147,2250,2134,2281,2029,2044,Phf3,protein_coding,2135.525822,-0.034507334,0.057794594,-0.597068547,0.550461616,0.999348475
ENSMUSG00000048878,241,276,316,295,308,254,Hexim1,protein_coding,280.6624963,-0.112557847,0.094456957,-1.191631093,0.233405928,0.999348475
ENSMUSG00000048895,1909,2083,1697,2321,2069,2127,Cdk5r1,protein_coding,2019.633858,0.093166479,0.066729023,1.396191267,0.162656906,0.999348475
ENSMUSG00000048897,344,333,282,407,299,318,Zfp710,protein_coding,327.7340613,0.068269008,0.091197256,0.748586201,0.454106652,0.999348475
ENSMUSG00000048899,363,443,433,447,366,375,Rimkla,protein_coding,401.9593015,0.017302099,0.088134001,0.196315828,0.844362973,0.999348475
ENSMUSG00000048911,1631,1721,1558,1832,1736,1671,Rnf24,protein_coding,1681.703214,-0.010449838,0.061701627,-0.169360826,0.865512834,0.999348475
ENSMUSG00000048915,157,189,155,203,156,181,Efna5,protein_coding,172.067047,0.121629754,0.097453979,1.248073766,0.212004044,0.999348475
ENSMUSG00000048920,333,413,372,492,395,361,Fkrp,protein_coding,391.1199798,0.073936684,0.090024156,0.82129828,0.411476387,0.999348475
ENSMUSG00000048921,38,53,43,51,51,53,Zfp689,protein_coding,47.85317361,0.049515947,0.093957517,0.527003569,0.59819111,0.999348475
ENSMUSG00000048930,261,258,223,347,249,256,Tada3,protein_coding,263.2675815,0.088404733,0.09513312,0.929273976,0.352747119,0.999348475
ENSMUSG00000048949,210,213,210,236,211,204,Gm6206,processed_pseudogene,212.8040138,-0.032031593,0.094874689,-0.337620008,0.735649562,0.999348475
ENSMUSG00000048960,58,45,51,29,29,41,Prex2,protein_coding,42.15548593,-0.090307279,0.08773185,-1.029355686,0.303312565,0.999348475
ENSMUSG00000048965,134,211,169,142,144,155,Mrgpre,protein_coding,158.2622793,0.046551951,0.100412711,0.463606161,0.64292994,0.999348475
ENSMUSG00000048970,190,255,193,201,223,184,C1galt1c1,protein_coding,206.4516969,-0.011560413,0.098027215,-0.117930644,0.906122612,0.999348475
ENSMUSG00000048978,337,409,351,364,258,334,Nrsn1,protein_coding,339.6338814,0.088678914,0.093400795,0.949444967,0.342394349,0.999348475
ENSMUSG00000048988,185,156,187,237,195,161,Elfn1,protein_coding,185.7293386,-0.077767085,0.099318332,-0.783008375,0.433622194,0.999348475
ENSMUSG00000048997,258,285,271,280,262,269,Atxn7l2,protein_coding,269.4224523,-0.01437794,0.09124655,-0.157572425,0.874793734,0.999348475
ENSMUSG00000049044,178,234,186,138,106,211,Rapgef4,protein_coding,174.5236438,0.09906679,0.100119937,0.989481146,0.32242779,0.999348475
ENSMUSG00000049076,443,450,420,447,419,382,Acap2,protein_coding,424.5802832,-0.078537596,0.083676645,-0.938584425,0.347944153,0.999348475
ENSMUSG00000049086,79,85,66,72,72,75,Bmyc,protein_coding,74.409432,0.0006799,0.099364775,0.006842466,0.994540545,0.999348475
ENSMUSG00000049090,185,250,187,240,218,236,Zadh2,protein_coding,217.6423873,0.133577882,0.095454793,1.399383708,0.16169795,0.999348475
ENSMUSG00000049091,62,63,49,66,50,68,Sephs2,protein_coding,59.20213741,0.072680501,0.097107008,0.748457838,0.454184047,0.999348475
ENSMUSG00000049097,157,183,139,164,134,154,Ankrd34a,protein_coding,153.9940589,0.072961412,0.09906044,0.736534305,0.461405598,0.999348475
ENSMUSG00000049106,1490,1808,1579,1684,1574,1482,Dcaf5,protein_coding,1593.102169,0.000990253,0.067017906,0.01477594,0.988210935,0.999348475
ENSMUSG00000049119,490,563,512,567,480,516,Fam110b,protein_coding,517.9836775,0.0436777,0.079468607,0.54962206,0.582578625,0.999348475
ENSMUSG00000049122,320,327,323,262,308,330,Frmd3,protein_coding,310.9147383,-0.098128293,0.093139369,-1.05356408,0.292082542,0.999348475
ENSMUSG00000049124,48,43,38,45,40,50,Gm8186,protein_coding,43.75901652,0.01157015,0.092547655,0.125018298,0.900509064,0.999348475
ENSMUSG00000049148,268,315,263,274,214,256,Plcxd3,protein_coding,263.1616564,0.056711105,0.094728548,0.598669636,0.549393209,0.999348475
ENSMUSG00000049164,740,842,848,789,789,699,Zfp518a,protein_coding,781.1145836,-0.10432998,0.077333106,-1.349098546,0.177305315,0.999348475
ENSMUSG00000049184,464,456,522,524,500,483,Purg,protein_coding,489.5360107,-0.093657502,0.083059627,-1.127593586,0.259491597,0.999348475
ENSMUSG00000049191,283,368,384,318,294,331,Rgag4,protein_coding,328.2666169,-0.010402578,0.094610396,-0.10995174,0.912447649,0.999348475
ENSMUSG00000049225,1163,1181,1189,1229,1104,1083,Pdp1,protein_coding,1152.291828,-0.072037231,0.066353969,-1.085650673,0.277633572,0.999348475
ENSMUSG00000049230,236,276,206,294,253,258,Gm9833,protein_coding,251.7560141,0.106756238,0.09344559,1.142442765,0.253270024,0.999348475
ENSMUSG00000049232,87,139,111,142,117,125,Tigd2,protein_coding,119.1224579,0.138006057,0.100552073,1.372483468,0.169912982,0.999348475
ENSMUSG00000049233,89,114,100,112,113,100,Apoo-ps,protein_coding,104.0481004,0.006163661,0.100601309,0.061268202,0.951145614,0.999348475
ENSMUSG00000049252,418,529,566,427,372,578,Lrp1b,protein_coding,479.9126464,0.0339802,0.098544981,0.344819187,0.730230308,0.999348475
ENSMUSG00000049265,63,61,66,50,56,62,Kcnk3,protein_coding,59.55558451,-0.069553528,0.096882866,-0.717913613,0.472810554,0.999348475
ENSMUSG00000049281,1544,1894,1678,1678,1568,1753,Scn3b,protein_coding,1676.439095,0.049610118,0.067614947,0.733715251,0.463122301,0.999348475
ENSMUSG00000049285,23,32,35,49,33,45,Mblac1,protein_coding,35.84854806,0.091833422,0.086918642,1.056544599,0.290719476,0.999348475
ENSMUSG00000049287,41,32,35,64,38,43,Iba57,protein_coding,41.738002,0.050076267,0.089210914,0.561324445,0.57457638,0.999348475
ENSMUSG00000049288,780,755,560,857,776,723,Lix1l,protein_coding,736.2222236,0.035004179,0.085526224,0.409280068,0.682334141,0.999348475
ENSMUSG00000049295,147,151,119,192,144,139,Zfp219,protein_coding,147.281879,0.074967608,0.099953701,0.750023331,0.453240653,0.999348475
ENSMUSG00000049299,422,485,395,499,447,447,Trappc1,protein_coding,445.9869193,0.064468937,0.082644945,0.780071146,0.435348999,0.999348475
ENSMUSG00000049305,236,293,235,331,285,291,Ccdc71,protein_coding,276.2509324,0.123169235,0.092903349,1.325778198,0.184913177,0.999348475
ENSMUSG00000049307,52,54,47,68,40,40,Fut4,protein_coding,49.65088434,0.037453251,0.093394391,0.401022493,0.688403564,0.999348475
ENSMUSG00000049313,2532,2578,2482,2644,2380,2554,Sorl1,protein_coding,2515.0256,-0.021345478,0.055764522,-0.382778823,0.701883765,0.999348475
ENSMUSG00000049321,605,633,595,693,604,581,Zfp2,protein_coding,614.6669615,-0.014717234,0.076565482,-0.192217606,0.847571756,0.999348475
ENSMUSG00000049323,994,951,936,1078,1054,971,Smcr8,protein_coding,992.3907914,-0.076225264,0.070477329,-1.081557212,0.279449326,0.999348475
ENSMUSG00000049327,224,203,203,239,228,220,Setd8,protein_coding,218.4100679,-0.053426518,0.095215396,-0.561112176,0.574721068,0.999348475
ENSMUSG00000049354,3418,3608,3511,3726,3385,3405,Dcaf7,protein_coding,3490.12772,-0.036064004,0.052515197,-0.686734623,0.492249975,0.999348475
ENSMUSG00000049401,151,170,140,213,171,164,Ogfr,protein_coding,166.7030448,0.085421842,0.098993409,0.862904343,0.388190063,0.999348475
ENSMUSG00000049409,23,43,31,34,24,36,Prokr1,protein_coding,31.53134907,0.103433388,0.08563717,1.207809507,0.227120544,0.999348475
ENSMUSG00000049411,101,115,89,109,101,125,Tmem241,protein_coding,105.969766,0.084515409,0.100605355,0.84006869,0.400869874,0.999348475
ENSMUSG00000049420,215,208,166,219,216,167,Tmem200a,protein_coding,197.238134,-0.064452666,0.098055559,-0.657307616,0.51098314,0.999348475
ENSMUSG00000049421,896,940,878,904,926,856,Zfp260,protein_coding,895.8461421,-0.083119577,0.069545642,-1.195180236,0.232016619,0.999348475
ENSMUSG00000049422,54,38,32,40,36,41,Chchd10,protein_coding,39.96649926,-0.035043452,0.08959644,-0.391125496,0.695704476,0.999348475
ENSMUSG00000049439,86,113,89,101,129,112,Cyp20a1,protein_coding,104.5110718,0.002745451,0.100292671,0.027374397,0.978161119,0.999348475
ENSMUSG00000049460,27,24,23,39,32,35,Gm8396,processed_pseudogene,29.76856761,0.035732326,0.083565166,0.427598336,0.668943577,0.999348475
ENSMUSG00000049482,57,68,54,84,65,54,Ctu2,protein_coding,63.05272209,0.04676006,0.097189752,0.481121306,0.630430286,0.999348475
ENSMUSG00000049488,455,423,442,438,411,469,Tmem67,protein_coding,437.8909145,-0.054069214,0.084919688,-0.636709997,0.524313761,0.999348475
ENSMUSG00000049504,693,683,646,813,836,661,Proser1,protein_coding,718.1418338,-0.086069177,0.083219615,-1.034241475,0.301023289,0.999348475
ENSMUSG00000049516,201,187,172,202,201,175,Spty2d1,protein_coding,188.69778,-0.077528279,0.096885825,-0.800202492,0.423593486,0.999348475
ENSMUSG00000049532,1380,1486,1216,1644,1439,1424,Sall2,protein_coding,1421.01629,0.067446147,0.067773872,0.995164428,0.319656299,0.999348475
ENSMUSG00000049538,31,49,34,18,19,28,Adamts16,protein_coding,29.68406831,0.015354397,0.077955786,0.196962895,0.843856575,0.999348475
ENSMUSG00000049550,1814,2007,1892,2024,1743,1860,Clip1,protein_coding,1878.823994,0.013786065,0.060314173,0.228570899,0.819202445,0.999348475
